Fecha,Magnitud,Profundidad,Ubicación,Latitud,Longitud,Tipo,Estatus,Tsunami,Alerta,Significancia,Tipo de Origen,Fuente
1687546351700,2.84,2.65,"1km NNW of Pinnacles, CA",36.538,-121.145,earthquake,reviewed,0,,125,57.0,nc
1687355939970,2.51,7.82,"12km SW of Searles Valley, CA",35.6848333,-117.483,earthquake,reviewed,0,,97,33.0,ci
1687302508970,2.56,-1.26,"4km WNW of Mammoth Lakes, CA",37.6486667,-119.0208333,earthquake,reviewed,0,,106,24.0,nc
1687211462180,2.54,-1.41,"17km NW of Walker, CA",38.6295,-119.6115,earthquake,reviewed,0,,99,17.0,nc
1687157351580,3.57,6.81,"32km ESE of Lake Isabella, CA",35.498,-118.145,earthquake,reviewed,0,,205,61.0,ci
1687132394890,2.96,6.74,"14km SSW of Searles Valley, CA",35.664,-117.4825,earthquake,reviewed,0,,135,38.0,ci
1687062822890,2.53,1.73,"6km NW of Round Valley, CA",37.453,-118.6503333,earthquake,reviewed,0,,98,24.0,nc
1686716490830,2.57,3.92,"7km WSW of Gilroy, CA",36.9818333,-121.6421667,earthquake,reviewed,0,,113,84.0,nc
1686696343790,3.29,2.6,"1km NNW of Pinnacles, CA",36.5368333,-121.1455,earthquake,reviewed,0,,172,65.0,nc
1686671516810,2.62,7.43,"14km ENE of Lake Isabella, CA",35.644,-118.3205,earthquake,reviewed,0,,108,47.0,ci
1686657192830,2.55,6.16,"8km NW of Pinnacles, CA",36.5903333,-121.1955,earthquake,reviewed,0,,101,62.0,nc
1686577674210,2.63,7.99,"6km SSW of Gilroy, CA",36.9628333,-121.6011667,earthquake,reviewed,0,,122,84.0,nc
1686432004670,2.92,2.48,"0km NNW of Pinnacles, CA",36.5346667,-121.1455,earthquake,reviewed,0,,131,64.0,nc
1686268857900,2.65,3.61,"6km NW of Round Valley, CA",37.4485,-118.6538333,earthquake,reviewed,0,,109,24.0,nc
1686035276303,2.7,14.1,"34 km SSE of Goldfield, Nevada",37.4152,-117.0927,earthquake,reviewed,0,,112,34.0,nn
1686002520820,2.57,8.96,"17km SSW of Searles Valley, CA",35.6203333,-117.4431667,earthquake,reviewed,0,,102,33.0,ci
1685896904370,3.08,-0.05,"21km S of Santa Barbara, CA",34.239,-119.7366667,earthquake,reviewed,0,,162,40.0,ci
1685855254160,2.53,1.87,"15km E of Coso Junction, CA",36.0421667,-117.7775,earthquake,reviewed,0,,98,28.0,ci
1685777100480,2.67,8.03,"14km ESE of Wofford Heights, CA",35.6446667,-118.3231667,earthquake,reviewed,0,,115,44.0,ci
1685775344200,2.63,8.01,"14km ESE of Wofford Heights, CA",35.6456667,-118.3198333,earthquake,reviewed,0,,108,44.0,ci
1685744993532,2.5,7.2,"52 km S of Silver Peak, Nevada",37.2817,-117.5966,earthquake,reviewed,0,,96,10.0,nn
1685729249970,2.58,5.89,"16km SSE of Tres Pinos, CA",36.6508333,-121.2778333,earthquake,reviewed,0,,103,58.0,nc
1685706887450,2.75,5.55,"13km SE of Bodfish, CA",35.504,-118.3945,earthquake,reviewed,0,,120,49.0,ci
1685502052050,3.06,2.54,"25km SW of Lone Pine, CA",36.4115,-118.2483333,earthquake,reviewed,0,,149,33.0,ci
1685435498740,2.93,4.5,"64km ENE of Big Pine, CA",37.288,-117.5848333,earthquake,reviewed,0,,132,20.0,ci
1685367601580,2.67,5.93,"64km E of Big Pine, CA",37.2701667,-117.5828333,earthquake,reviewed,0,,110,16.0,ci
1685133948640,2.58,-1.24,"6km SSE of Markleeville, CA",38.6386667,-119.7776667,earthquake,reviewed,0,,102,44.0,nc
1685133541380,3.08,-1.28,"6km SSE of Markleeville, CA",38.6376667,-119.777,earthquake,reviewed,0,,148,57.0,nc
1685011354430,2.52,8.92,"3km N of West Bishop, CA",37.3905,-118.4528333,earthquake,reviewed,0,,98,20.0,nc
1684888225200,3.04,6.16,"64km ENE of Big Pine, CA",37.2783333,-117.5841667,earthquake,reviewed,0,,142,14.0,ci
1684863214192,2.7,12.634,"54 km S of Silver Peak, Nevada",37.2674,-117.5828,earthquake,reviewed,0,,112,74.0,us
1684844607109,2.6,4.534,"53 km S of Silver Peak, Nevada",37.274,-117.6054,earthquake,reviewed,0,,104,70.0,us
1684801874620,2.69,6.13,"15km SSW of Searles Valley, CA",35.6385,-117.4471667,earthquake,reviewed,0,,112,36.0,ci
1684669295602,2.5,6.018,California-Nevada border region,37.2859,-117.5879,earthquake,reviewed,0,,96,46.0,us
1684663747340,2.77,3.69,"20km E of Little Lake, CA",35.9531667,-117.6913333,earthquake,reviewed,0,,118,31.0,ci
1684659313813,2.7,7.1,"32 km SE of Mina, Nevada",38.1544,-117.884,earthquake,reviewed,0,,112,36.0,nn
1684641211313,2.9,7.2,"51 km S of Silver Peak, Nevada",37.2905,-117.5807,earthquake,reviewed,0,,129,19.0,nn
1684640154561,3.1,5.481,"53 km S of Silver Peak, Nevada",37.2718,-117.5855,earthquake,reviewed,0,,148,31.0,us
1684639589610,4.26,5.29,"64km ENE of Big Pine, CA",37.2836667,-117.5835,earthquake,reviewed,0,green,280,18.0,ci
1684638398611,2.8,10.0,"53 km S of Silver Peak, Nevada",37.2741,-117.5861,earthquake,reviewed,0,,121,44.0,us
1684524729690,2.58,7.78,"13km SE of Bodfish, CA",35.5215,-118.379,earthquake,reviewed,0,,104,52.0,ci
1684470124585,3.3,9.8,"35 km SE of Mina, Nevada",38.1634,-117.8174,earthquake,reviewed,0,,168,10.0,nn
1684385013420,2.57,8.66,"2km SW of Hollister, CA",36.8341667,-121.4096667,earthquake,reviewed,0,,105,74.0,nc
1684335705260,3.07,3.75,"16km SSE of Tres Pinos, CA",36.6485,-121.272,earthquake,reviewed,0,,146,66.0,nc
1684333505270,2.54,3.5,"16km SSE of Tres Pinos, CA",36.6496667,-121.2738333,earthquake,reviewed,0,,99,59.0,nc
1684089201930,2.84,6.15,"2km NNE of Pinnacles, CA",36.544,-121.1368333,earthquake,reviewed,0,,125,65.0,nc
1683930554464,2.8,11.5,"28 km WSW of Hawthorne, Nevada",38.4022,-118.9145,earthquake,reviewed,0,,121,14.0,nn
1683925051290,2.88,4.48,"13km NNW of San Simeon, CA",35.7493333,-121.2476667,earthquake,reviewed,0,,128,67.0,nc
1683321087212,2.8,11.4,"32 km SE of Mina, Nevada",38.1839,-117.859,earthquake,reviewed,0,,121,9.0,nn
1683285135710,3.38,13.84,"13km NNE of Grapevine, CA",35.056,-118.8973333,earthquake,reviewed,0,,184,77.0,ci
1683114218350,3.09,9.27,"19km ESE of Little Lake, CA",35.8708333,-117.7168333,earthquake,reviewed,0,,148,32.0,ci
1683083657840,3.12,5.09,"4km S of San Juan Bautista, CA",36.8116667,-121.5408333,earthquake,reviewed,0,,167,83.0,nc
1683078024490,3.56,8.85,"19km ESE of Little Lake, CA",35.8715,-117.7166667,earthquake,reviewed,0,,201,35.0,ci
1683071627370,2.6,8.8,"18km ESE of Little Lake, CA",35.8708333,-117.7186667,earthquake,reviewed,0,,105,43.0,ci
1682986775430,3.21,0.15,"21km NNW of Searles Valley, CA",35.9438333,-117.4958333,earthquake,reviewed,0,,159,33.0,ci
1682663591540,2.91,0.09,"70km NNW of Stovepipe Wells, CA",37.1808333,-117.4753333,earthquake,reviewed,0,,130,23.0,ci
1682494473370,3.1,6.26,"16km E of Seven Trees, CA",37.2868333,-121.6576667,earthquake,reviewed,0,,247,146.0,nc
1682395935210,3.12,7.63,"14km NNW of San Simeon, CA",35.766,-121.2321667,earthquake,reviewed,0,,153,69.0,nc
1682283547390,2.55,19.18,"6km SW of Antioch, CA",37.96,-121.854,earthquake,reviewed,0,,101,88.0,nc
1682281218080,2.82,20.63,"6km SW of Antioch, CA",37.9575,-121.846,earthquake,reviewed,0,,133,142.0,nc
1682246165080,2.66,2.33,"12km NNW of Hollister, CA",36.9448333,-121.4428333,earthquake,reviewed,0,,111,81.0,nc
1682129073780,2.93,7.47,"15km S of Tres Pinos, CA",36.6595,-121.2931667,earthquake,reviewed,0,,133,77.0,nc
1682068436100,3.16,3.88,"11km NNW of Hollister, CA",36.938,-121.4398333,earthquake,reviewed,0,,170,109.0,nc
1681961747710,3.65,16.04,"9km ESE of Clayton, CA",37.9163333,-121.8396667,earthquake,reviewed,0,,615,207.0,nc
1681945309050,2.87,3.74,"11km S of Tres Pinos, CA",36.6901667,-121.3256667,earthquake,reviewed,0,,127,62.0,nc
1681838633130,2.86,4.1,"11km S of Tres Pinos, CA",36.688,-121.3255,earthquake,reviewed,0,,128,57.0,nc
1681761108890,2.5,9.24,"5km NE of Pinnacles, CA",36.5611667,-121.1053333,earthquake,reviewed,0,,97,73.0,nc
1681726803320,2.55,7.05,"13km SE of Bodfish, CA",35.505,-118.3873333,earthquake,reviewed,0,,101,48.0,ci
1681724359270,2.74,11.08,"7km ENE of Pinnacles, CA",36.5648333,-121.0786667,earthquake,reviewed,0,,116,66.0,nc
1681658607389,3.3,7.4,"30 km SSE of Mina, Nevada",38.1429,-117.9704,earthquake,reviewed,0,,168,17.0,nn
1681429152680,2.52,2.02,"6km NNW of Pinnacles, CA",36.5806667,-121.1758333,earthquake,reviewed,0,,98,65.0,nc
1681354361470,3.02,3.8,"16km WSW of Toms Place, CA",37.4906667,-118.8396667,earthquake,reviewed,0,,141,25.0,nc
1681351855960,2.59,5.92,"23km NW of San Simeon, CA",35.8063333,-121.3408333,earthquake,reviewed,0,,104,77.0,nc
1681333238800,2.5,9.0,"30 km ENE of Bridgeport, California",38.3621,-118.9134,earthquake,reviewed,0,,96,17.0,nn
1681266155250,3.26,3.66,"4km NNW of Pinnacles, CA",36.565,-121.1555,earthquake,reviewed,0,,170,67.0,nc
1681258357220,2.67,4.9,"21km WNW of Sunnyside-Tahoe City, CA",39.2096667,-120.3928333,earthquake,reviewed,0,,111,26.0,nc
1681234832910,3.0,5.68,"9km ENE of San Martin, CA",37.1093333,-121.5181667,earthquake,reviewed,0,,162,120.0,nc
1681176106330,2.81,8.71,"14km ENE of Ridgecrest, CA",35.6705,-117.5311667,earthquake,reviewed,0,,122,39.0,ci
